City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
457,Hvide Sande,DK,56.0045,8.1294,66.78,75,43,7.29,scattered clouds
458,Corinto,GR,37.9407,22.9573,72.75,67,63,3.74,broken clouds
459,Puerto Del Rosario,ES,28.5004,-13.8627,78.48,83,0,16.11,clear sky
460,Borlesti,RO,46.7667,26.4833,58.37,46,40,4.38,scattered clouds
461,Bosobolo,CD,4.1833,19.9,75.0,83,79,2.35,light rain
462,Balotra,IN,25.8333,72.2333,82.98,80,45,18.23,scattered clouds
463,Mogadishu,SO,2.0371,45.3438,77.41,84,100,15.82,overcast clouds
464,Inirida,CO,3.8653,-67.9239,82.8,76,95,3.94,overcast clouds
465,Areka,ET,7.0667,37.7,58.89,93,100,1.99,overcast clouds
466,Itarema,BR,-2.9248,-39.9167,83.07,59,57,18.32,broken clouds
467,Ajdabiya,LY,30.7554,20.2263,75.83,60,0,8.72,clear sky
468,Lyubytino,RU,58.8122,33.3922,59.54,90,99,7.2,overcast clouds
469,Bay Roberts,CA,47.5999,-53.2648,72.52,64,80,4.74,broken clouds
470,Constantine,DZ,36.365,6.6147,74.5,64,28,7.09,scattered clouds
471,Pachino,IT,36.7186,15.0907,75.6,68,9,7.4,clear sky
472,Gazanjyk,TM,39.2446,55.5154,71.98,20,1,10.25,clear sky
473,Mahon,ES,39.8885,4.2658,77.56,83,40,2.3,scattered clouds
474,Ipixuna,BR,-1.7625,-48.8043,78.75,71,100,6.17,overcast clouds
475,Balad,IQ,34.0164,44.1453,89.53,20,0,12.77,clear sky
476,Bonthe,SL,7.5264,-12.505,78.51,87,100,9.8,moderate rain
477,Yalova,TR,40.655,29.2769,71.83,74,100,11.7,overcast clouds
478,Hidrolandia,BR,-4.4081,-40.4378,98.85,17,6,5.7,clear sky
479,Aleksandrovskoye,RU,44.7142,43.0008,55.54,72,35,12.1,scattered clouds
480,Carballo,ES,43.213,-8.691,67.69,92,51,4.7,broken clouds
481,Chany,RU,55.3121,76.7647,43.18,93,63,7.49,broken clouds
482,Veinticinco De Mayo,AR,-35.4323,-60.1727,57.06,87,100,19.19,overcast clouds
483,Pontes E Lacerda,BR,-15.2261,-59.3353,92.08,33,13,6.33,few clouds
484,Sambava,MG,-14.2667,50.1667,70.56,85,12,9.24,few clouds
485,Aswan,EG,24.0934,32.907,96.8,21,1,21.74,clear sky
486,Marystown,CA,47.1666,-55.1483,67.51,67,37,10.31,scattered clouds
487,Sinnamary,GF,5.3833,-52.95,84.0,69,25,10.56,scattered clouds
488,Buchanan,LR,5.8808,-10.0467,77.7,87,94,9.78,moderate rain
489,Nanyamba,TZ,-10.6833,39.8333,66.78,91,8,2.28,clear sky
490,Manta,EC,-0.95,-80.7333,76.68,73,77,13.02,broken clouds
491,Sept-Iles,CA,50.2001,-66.3821,63.25,90,100,3.0,overcast clouds
492,Artigas,UY,-30.4,-56.4667,54.73,81,100,21.77,overcast clouds
493,Veshkayma,RU,54.05,47.1333,56.3,83,100,12.44,overcast clouds
494,Ilhabela,BR,-23.7781,-45.3581,75.4,85,100,3.2,overcast clouds
495,Neu-Anspach,DE,50.3167,8.5,71.26,89,100,3.27,overcast clouds
496,Maine-Soroa,NE,13.2114,12.0241,82.26,60,100,8.37,overcast clouds
497,Santa Fe,AR,-31.6333,-60.7,62.02,59,79,8.01,broken clouds
498,Santa Rosa,PH,14.3122,121.1114,81.1,85,100,3.29,overcast clouds
499,Sayyan,YE,15.1718,44.3244,68.07,34,100,10.67,overcast clouds
500,Matay,EG,28.419,30.7792,86.18,39,0,20.15,clear sky
501,Capinota,BO,-17.7167,-66.2333,69.84,42,89,7.11,overcast clouds
502,Malumfashi,NG,11.7853,7.6218,78.12,68,92,3.0,overcast clouds
503,Quijingue,BR,-10.7525,-39.2092,90.93,24,6,9.08,clear sky
504,Jumla,NP,29.2747,82.1838,60.71,92,89,2.57,overcast clouds
505,La Paz,BO,-16.5,-68.15,62.58,38,40,10.36,scattered clouds
506,Kuusamo,FI,65.9667,29.1833,41.04,81,0,3.44,clear sky
507,Oxelosund,SE,58.6706,17.1015,64.33,88,11,4.61,fog
508,Guarapari,BR,-20.6667,-40.4975,78.73,72,7,19.82,clear sky
509,Borovoy,RU,55.4333,86.0833,49.28,76,40,15.66,light intensity shower rain
510,Camacha,PT,33.0833,-16.3333,75.52,69,20,8.05,few clouds
511,Mahajanga,MG,-15.7167,46.3167,75.22,69,0,2.3,clear sky
512,Traverse City,US,44.7631,-85.6206,69.87,49,40,11.5,scattered clouds
513,Loksa,EE,59.5764,25.7214,62.92,89,99,9.89,overcast clouds
514,Port Shepstone,ZA,-30.7414,30.455,66.61,71,98,12.62,overcast clouds
515,Wiarton,CA,44.7407,-81.1332,67.39,60,11,9.75,few clouds
516,Mount Vernon,US,40.9126,-73.8371,72.59,88,90,1.01,light rain
517,Progreso,MX,21.2833,-89.6667,95.11,62,86,12.86,overcast clouds
518,Estelle,US,29.8458,-90.1067,90.05,49,40,6.91,scattered clouds
519,Port-Cartier,CA,50.0334,-66.8654,62.92,97,100,4.18,overcast clouds
520,Bosaso,SO,11.2842,49.1816,91.62,51,100,4.41,overcast clouds
521,Nueve De Julio,AR,-35.4444,-60.8831,53.58,85,100,17.05,overcast clouds
522,Krasnoarmeysk,RU,51.0239,45.6969,62.29,49,94,11.68,overcast clouds
523,Ocala,US,29.1872,-82.1401,81.95,94,75,3.44,light rain
524,Berwick,US,41.0545,-76.2333,75.34,79,100,4.99,overcast clouds
525,Mancio Lima,BR,-7.6142,-72.8958,91.76,42,99,4.09,overcast clouds
526,Horodyshche,UA,49.2849,31.4451,61.39,56,15,1.99,few clouds
527,Aktas,KZ,49.7789,72.9608,38.95,34,17,7.67,few clouds
528,Tangier,MA,35.7806,-5.8137,76.26,78,20,6.91,few clouds
529,Iracoubo,GF,5.4802,-53.2011,83.01,73,11,10.65,few clouds
530,Jizan,SA,17.3333,42.6667,93.54,51,27,2.8,scattered clouds
531,Pardilho,PT,40.7993,-8.626,73.0,69,100,5.17,overcast clouds
532,Noyabrsk,RU,63.1994,75.4507,42.44,66,78,7.45,broken clouds
533,La Plata,AR,-34.9215,-57.9545,58.91,91,100,17.67,overcast clouds
534,Fundao,BR,-19.9341,-40.4047,89.02,41,46,6.93,scattered clouds
535,Polunochnoye,RU,60.8697,60.4153,46.02,98,100,5.01,overcast clouds
536,Montreal,CA,45.5088,-73.5878,75.49,69,95,4.0,overcast clouds
537,Oktyabrskoye,RU,43.0645,44.7417,53.74,94,96,4.47,overcast clouds
538,Camocim,BR,-2.9022,-40.8411,85.91,57,6,19.01,clear sky
539,Tukrah,LY,32.5341,20.5791,76.6,58,0,7.0,clear sky
540,Tessalit,ML,20.1986,1.0114,99.41,15,70,6.82,broken clouds
541,Paragominas,BR,-2.9667,-47.4833,96.73,29,96,5.91,overcast clouds
542,Helsinki,FI,60.1695,24.9355,59.38,91,75,5.75,broken clouds
543,Semey,KZ,50.4111,80.2275,51.3,40,28,5.5,scattered clouds
544,Manyana,BW,-23.4,21.7167,70.25,40,2,9.19,clear sky
545,Simeonovgrad,BG,42.0333,25.8333,64.31,64,100,3.91,light rain
546,Carmelo,UY,-33.9892,-58.2856,58.15,91,100,16.28,overcast clouds
547,Najran,SA,17.4924,44.1277,81.54,15,11,4.41,few clouds
548,Rio Negrinho,BR,-26.2544,-49.5183,70.97,66,100,5.46,overcast clouds
549,Mafinga,TZ,-7.25,35.0667,73.6,46,78,9.13,broken clouds
550,Shakawe,BW,-18.3667,21.85,76.05,22,79,4.16,broken clouds
551,Yokadouma,CM,3.5167,15.05,71.92,95,94,2.44,overcast clouds
552,Ponta Delgada,PT,37.7333,-25.6667,74.12,73,20,11.5,few clouds
553,Boras,SE,57.721,12.9401,62.35,89,15,2.57,few clouds
554,Tanout,NE,14.9709,8.8879,89.22,42,79,19.69,broken clouds
555,Ibra,OM,22.6906,58.5334,83.88,61,100,3.85,overcast clouds
556,Bam,IR,29.106,58.357,82.9,16,100,8.39,overcast clouds
557,Roald,NO,62.5833,6.1333,60.12,88,75,11.5,broken clouds
558,Alto Araguaia,BR,-17.3147,-53.2153,92.59,28,64,7.2,broken clouds
559,Hargeysa,SO,9.56,44.065,77.99,43,99,18.81,overcast clouds
560,Dubti,ET,11.7361,41.0853,96.69,30,100,3.38,overcast clouds
561,Portree,GB,57.4129,-6.1942,56.52,93,100,4.85,overcast clouds
562,Les Cayes,HT,18.2,-73.75,87.19,62,28,11.68,scattered clouds
563,Khargone,IN,21.8167,75.6,76.35,87,100,15.48,overcast clouds
564,Bengkulu,ID,-3.8004,102.2655,74.68,89,100,7.47,overcast clouds
565,Back Mountain,US,41.3359,-75.9963,71.29,85,100,2.64,overcast clouds
566,Filadelfia,US,39.9523,-75.1638,76.06,85,90,4.0,overcast clouds
567,Minab,IR,27.1467,57.0801,90.9,46,89,4.12,overcast clouds
568,Shchigry,RU,51.8755,36.9043,60.62,62,12,7.09,few clouds
569,Polonnaruwa,LK,7.9333,81.0,77.61,74,100,6.24,overcast clouds
570,Komsomolskiy,UZ,40.4272,71.7189,72.82,28,4,8.03,clear sky
571,Chernyy Yar,RU,48.0624,46.1091,62.11,36,0,8.23,clear sky
572,Igrim,RU,63.1906,64.4162,48.04,86,100,10.76,overcast clouds
573,Kano,NG,12.0001,8.5167,82.42,57,90,7.92,overcast clouds
574,Sao Felix Do Xingu,BR,-6.6447,-51.995,90.99,38,99,6.08,overcast clouds
575,Tabas,IR,33.5959,56.9244,80.98,19,0,6.98,clear sky
576,Alexandria,EG,31.2156,29.9553,78.1,69,0,10.54,clear sky
577,Peterhead,GB,57.5058,-1.7981,61.2,99,100,2.71,overcast clouds
578,San Juan,AR,-31.5375,-68.5364,75.72,26,100,3.71,overcast clouds
579,Antalaha,MG,-14.9003,50.2788,68.02,88,10,7.25,clear sky
580,Tirano,IT,46.2154,10.1679,66.63,82,33,1.45,scattered clouds
581,Ugoofaaru,MV,5.6667,73.0,82.47,73,61,5.57,broken clouds
582,Shevchenkove,UA,49.6959,37.1735,60.58,41,2,6.53,clear sky
583,Alpena,US,45.0617,-83.4327,67.1,59,20,8.99,few clouds
584,Bataipora,BR,-22.2953,-53.2711,81.75,37,100,7.02,overcast clouds
585,Mendi,PG,-6.1761,143.6513,52.77,97,87,3.38,overcast clouds
586,Boa Vista,BR,2.8197,-60.6733,93.18,43,40,10.36,scattered clouds
587,Jalu,LY,29.0331,21.5482,81.48,35,0,11.03,clear sky
588,Pangody,RU,65.85,74.4859,40.39,64,7,4.09,clear sky
589,Los Llanos De Aridane,ES,28.6585,-17.9182,74.95,73,20,13.8,few clouds
590,Turochak,RU,52.2576,87.1224,40.33,90,100,3.51,overcast clouds
591,Saint-Francois,FR,46.4154,3.9054,64.47,94,100,2.3,overcast clouds
592,Timizart,DZ,36.8,4.2667,74.05,65,90,6.6,overcast clouds
593,Sharjah,AE,25.3573,55.4033,94.98,73,100,2.3,haze
594,Tamandare,BR,-8.7597,-35.1047,78.94,72,13,8.99,few clouds
595,Soyo,AO,-6.1349,12.3689,75.31,86,42,11.39,scattered clouds
596,Kargil,IN,34.5667,76.1,58.53,53,73,5.61,broken clouds
597,Sacramento,US,38.4666,-121.3177,106.5,32,1,1.01,clear sky
598,Meshchovsk,RU,54.3244,35.2808,61.16,72,100,8.1,overcast clouds
599,Marfino,RU,55.7028,37.3822,59.88,88,75,8.95,broken clouds
600,Porto-Vecchio,FR,41.591,9.2795,76.46,83,40,8.05,scattered clouds
601,Goderich,CA,43.7501,-81.7165,69.03,66,10,17.54,clear sky
602,Antofagasta,CL,-23.65,-70.4,66.22,57,3,7.18,clear sky
603,Parana,AR,-31.732,-60.5238,62.56,61,95,17.87,overcast clouds
604,Hirna,ET,9.2167,41.1,62.82,75,100,6.53,overcast clouds
605,Vieux-Habitants,GP,16.0589,-61.7659,87.37,65,100,12.41,overcast clouds
606,Oranjestad,AW,12.524,-70.027,87.75,70,75,19.57,broken clouds
607,Mehamn,NO,71.0357,27.8492,44.78,81,75,19.57,broken clouds
608,Front Royal,US,38.9182,-78.1944,79.11,71,40,2.71,scattered clouds
609,Kattivakkam,IN,13.2167,80.3167,86.09,70,100,10.13,overcast clouds
610,Ribeira Brava,PT,32.65,-17.0667,79.0,81,100,2.44,overcast clouds
611,Poretskoye,RU,55.1974,46.3291,57.65,81,100,14.03,overcast clouds
612,Thinadhoo,MV,0.5333,72.9333,82.99,72,24,8.39,few clouds
613,De Aar,ZA,-30.6497,24.0123,64.49,33,11,10.58,few clouds
614,Bulawayo,ZW,-20.15,28.5833,58.46,80,96,9.95,overcast clouds
615,Sironj,IN,24.1,77.7,75.06,92,100,8.68,heavy intensity rain
616,Brigantine,US,39.4101,-74.3646,72.01,96,90,5.75,moderate rain
617,Muscat,OM,23.6139,58.5922,89.62,56,95,2.73,overcast clouds
618,Sistranda,NO,63.7256,8.834,51.91,81,100,12.3,overcast clouds
619,Svetlyy,RU,54.675,20.1347,62.65,65,9,9.4,clear sky
620,Volot,RU,57.9278,30.7025,63.36,72,100,9.89,overcast clouds
621,Katowice,PL,50.2584,19.0275,66.36,72,6,3.0,clear sky
622,Necochea,AR,-38.5473,-58.7368,52.03,95,100,15.61,light rain
623,Sokoni,TZ,-6.4333,39.55,76.44,78,6,15.12,clear sky
624,Thompson,CA,55.7435,-97.8558,67.41,45,100,6.44,overcast clouds
625,Vestmanna,FO,62.1564,-7.1664,47.32,93,40,4.61,scattered clouds
626,Moose Factory,CA,51.2585,-80.6094,60.1,72,89,8.66,overcast clouds
627,Kurchum,KZ,48.5722,83.6542,48.2,48,0,7.85,clear sky
628,Camana,PE,-16.6228,-72.7111,64.8,73,30,9.24,scattered clouds
629,San Ignacio,BZ,17.1561,-89.0714,95.05,42,74,8.19,broken clouds
630,Priponesti,RO,46.0833,27.4333,55.6,33,99,2.53,overcast clouds
631,Shubarshi,KZ,48.5872,57.1869,55.31,30,5,10.69,clear sky
632,Seydi,TM,39.4816,62.9137,70.99,14,0,16.93,clear sky
633,Banda Aceh,ID,5.5577,95.3222,79.25,74,100,14.99,overcast clouds
634,Marsh Harbour,BS,26.5412,-77.0636,85.98,66,14,11.27,few clouds
635,Chardara,KZ,41.2547,67.9692,67.59,34,0,8.25,clear sky
636,Gaspe,CA,48.8334,-64.4819,70.02,83,75,4.61,broken clouds
637,Sylvania,US,41.7189,-83.713,72.0,60,90,3.0,overcast clouds
638,Mumford,GH,5.2618,-0.759,76.77,91,4,7.45,clear sky
639,Atar,MR,20.5169,-13.0499,106.47,7,16,15.77,few clouds
640,Pergamino,AR,-33.89,-60.5736,58.51,77,98,19.24,overcast clouds
641,Balkanabat,TM,39.5108,54.3671,77.29,20,3,10.54,clear sky
642,Cap-Aux-Meules,CA,47.3821,-61.8597,64.45,94,90,25.32,mist
643,Stykkisholmur,IS,65.0757,-22.7297,51.51,81,100,11.72,overcast clouds
644,Borovskoy,KZ,53.8,64.15,53.44,47,100,13.15,overcast clouds
645,Apucarana,BR,-23.5508,-51.4608,66.33,48,100,10.51,light rain
646,Luxor,EG,25.6989,32.6421,94.01,23,0,15.88,clear sky
647,Onega,RU,63.9061,38.1404,46.54,84,99,4.92,overcast clouds
648,Nagorsk,RU,59.3172,50.8078,45.3,94,44,10.38,scattered clouds
649,Pimentel,PE,-6.8367,-79.9342,66.67,78,89,15.17,overcast clouds
650,Nshamba,TZ,-1.7983,31.5511,67.78,63,59,2.64,broken clouds
651,Roanoke,US,37.271,-79.9414,82.98,55,40,1.99,scattered clouds
652,Calabozo,VE,8.9242,-67.4293,89.64,52,100,7.61,overcast clouds
653,Formosa Do Rio Preto,BR,-11.0483,-45.1931,96.93,14,2,7.23,clear sky
654,Olavarria,AR,-36.8927,-60.3225,51.66,89,100,17.72,overcast clouds
655,Chicama,PE,-7.8447,-79.1469,71.83,64,58,10.2,broken clouds
656,Forestville,US,38.8451,-76.875,76.86,69,20,9.22,few clouds
657,Talara,PE,-4.5772,-81.2719,68.2,77,85,13.67,overcast clouds
658,Kasane,BW,-17.8167,25.15,72.37,29,0,5.7,clear sky
659,Oussouye,SN,12.485,-16.5469,82.11,81,100,8.72,overcast clouds
660,Hals,DK,56.9961,10.3081,64.38,81,92,7.92,overcast clouds
661,Shelburne,CA,44.0787,-80.2041,66.13,54,16,13.87,few clouds
662,Koungou,YT,-12.7336,45.2042,76.71,61,0,6.91,clear sky
663,Kletskaya,RU,49.3145,43.0584,62.69,41,6,9.22,clear sky
664,Chhabra,IN,24.6667,76.8333,76.03,95,100,10.76,overcast clouds
665,Kot Diji,PK,27.3427,68.7083,89.62,60,100,11.5,overcast clouds
666,General Pico,AR,-35.6566,-63.7568,57.65,63,99,11.12,overcast clouds
667,Talnakh,RU,69.4865,88.3972,49.42,96,100,7.56,light rain
668,Santa Catalina,PH,9.3337,122.8637,78.22,91,100,13.42,moderate rain
669,Kabompo,ZM,-13.5927,24.2008,72.09,17,0,7.07,clear sky
670,Hauterive,FR,46.0901,3.4459,66.96,91,100,1.25,overcast clouds
671,Santa Lucia,ES,27.9117,-15.5407,72.77,71,20,27.63,few clouds
672,Cartagena Del Chaira,CO,1.3349,-74.8429,86.79,59,72,5.57,broken clouds
673,Porto Santo,PT,33.072,-16.3415,78.3,69,20,8.05,few clouds
674,Hoima,UG,1.4356,31.3436,64.65,96,90,1.68,light rain
675,Ous,RU,60.9058,61.5186,47.98,98,100,7.27,overcast clouds
676,Belomorsk,RU,64.5232,34.7668,45.9,87,62,5.97,broken clouds
677,The Valley,AI,18.217,-63.0578,88.11,66,20,10.36,few clouds
678,Kaputa,ZM,-8.4689,29.6619,80.55,42,92,3.51,overcast clouds
679,Nizhniye Vyazovyye,RU,55.7988,48.5248,57.83,89,100,12.71,overcast clouds
680,Monte Alegre,BR,-2.0078,-54.0692,95.88,35,67,6.87,broken clouds
681,Falmouth,GB,50.1544,-5.0711,64.78,100,72,8.08,broken clouds
682,Kumbo,CM,6.2,10.6667,60.8,95,56,0.16,light rain
683,Capaci,IT,38.1711,13.2393,78.4,57,40,3.44,scattered clouds
